trial,key,time,id,type,shadow,setsize,stimulus
6147,right,1748.82650375366,13,gradient,TRUE,3,present
6148,right,1146.98457717896,13,gradient,TRUE,3,present
6149,right,1415.56692123413,13,gradient,TRUE,3,present
6150,right,1246.15848064423,13,gradient,TRUE,3,present
6151,left,1247.36964702606,13,gradient,TRUE,3,absent
6152,left,1249.0998506546,13,gradient,TRUE,3,absent
6153,left,1263.8258934021,13,gradient,TRUE,3,absent
6154,left,1946.5696811676,13,gradient,TRUE,3,absent
6155,left,1498.97801876068,13,gradient,TRUE,3,absent
6156,left,1297.6883649826,13,gradient,TRUE,3,absent
6157,left,1662.3113155365,13,gradient,TRUE,3,absent
6158,left,1676.87606811523,13,gradient,TRUE,3,absent
6159,left,1048.79498481751,13,gradient,TRUE,3,absent
6160,left,1665.72499275207,13,gradient,TRUE,3,absent
6161,right,1846.55392169952,13,gradient,TRUE,6,present
6162,right,1730.59594631195,13,gradient,TRUE,6,present
6163,right,1647.49658107758,13,gradient,TRUE,6,present
6164,right,897.255837917328,13,gradient,TRUE,6,present
6165,right,1697.11792469025,13,gradient,TRUE,6,present
6166,right,1337.73875236511,13,gradient,TRUE,6,present
6167,right,1263.6650800705,13,gradient,TRUE,6,present
6168,right,1130.03492355347,13,gradient,TRUE,6,present
6169,right,1304.1398525238,13,gradient,TRUE,6,present
6170,right,1381.01518154144,13,gradient,TRUE,6,present
6171,right,1347.24485874176,13,gradient,TRUE,6,present
6172,right,1129.96768951416,13,gradient,TRUE,6,present
6173,right,1424.46720600128,13,gradient,TRUE,6,present
6174,right,2046.11277580261,13,gradient,TRUE,6,present
6175,right,1263.93508911133,13,gradient,TRUE,6,present
6176,right,964.292824268341,13,gradient,TRUE,6,present
6177,right,980.51130771637,13,gradient,TRUE,6,present
6178,right,1197.33333587647,13,gradient,TRUE,6,present
6179,right,1717.39888191223,13,gradient,TRUE,6,present
6180,right,1714.57993984222,13,gradient,TRUE,6,present
6181,right,1730.44407367706,13,gradient,TRUE,6,present
6182,right,1413.27202320099,13,gradient,TRUE,6,present
6183,right,1297.49500751495,13,gradient,TRUE,6,present
6184,right,1814.07582759857,13,gradient,TRUE,6,present
6185,right,1080.66272735596,13,gradient,TRUE,6,present
6186,right,1080.7284116745,13,gradient,TRUE,6,present
6187,right,1431.07509613037,13,gradient,TRUE,6,present
6188,right,614.242255687714,13,gradient,TRUE,6,present
6189,right,1646.85893058777,13,gradient,TRUE,6,present
6190,right,1030.80725669861,13,gradient,TRUE,6,present
6191,left,1814.02254104614,13,gradient,TRUE,6,absent
6192,left,1679.41725254059,13,gradient,TRUE,6,absent
6193,left,1763.36586475372,13,gradient,TRUE,6,absent
6194,left,2397.66383171081,13,gradient,TRUE,6,absent
6195,left,1880.63144683838,13,gradient,TRUE,6,absent
6196,left,2080.64842224121,13,gradient,TRUE,6,absent
6197,left,1930.65619468689,13,gradient,TRUE,6,absent
6198,left,2347.4760055542,13,gradient,TRUE,6,absent
6199,left,1913.8650894165,13,gradient,TRUE,6,absent
6200,left,2080.20496368408,13,gradient,TRUE,6,absent
6201,right,2129.35018539429,13,gradient,TRUE,9,present
6202,right,1727.89227962494,13,gradient,TRUE,9,present
6203,right,1143.78178119659,13,gradient,TRUE,9,present
6204,right,1279.17563915253,13,gradient,TRUE,9,present
6205,right,1012.61687278748,13,gradient,TRUE,9,present
6206,right,2109.97176170349,13,gradient,TRUE,9,present
6207,right,1013.58020305633,13,gradient,TRUE,9,present
6208,right,1313.67421150207,13,gradient,TRUE,9,present
6209,right,1029.75142002106,13,gradient,TRUE,9,present
6210,right,1713.40012550354,13,gradient,TRUE,9,present
6211,NA,NA,13,gradient,TRUE,9,present
6212,right,1678.67028713226,13,gradient,TRUE,9,present
6213,right,2795.43113708496,13,gradient,TRUE,9,present
6214,right,711.671829223633,13,gradient,TRUE,9,present
6215,right,913.534343242645,13,gradient,TRUE,9,present
6216,right,1763.3204460144,13,gradient,TRUE,9,present
6217,right,1010.94794273377,13,gradient,TRUE,9,present
6218,right,1395.79296112061,13,gradient,TRUE,9,present
6219,right,1611.50479316711,13,gradient,TRUE,9,present
6220,right,829.313158988953,13,gradient,TRUE,9,present
6221,right,1945.32263278961,13,gradient,TRUE,9,present
6222,right,1794.86465454102,13,gradient,TRUE,9,present
6223,right,2513.2851600647,13,gradient,TRUE,9,present
6224,right,1561.29550933838,13,gradient,TRUE,9,present
6225,right,2246.50287628174,13,gradient,TRUE,9,present
6226,right,1861.42158508301,13,gradient,TRUE,9,present
6227,right,1377.61950492859,13,gradient,TRUE,9,present
6228,right,1227.84054279327,13,gradient,TRUE,9,present
6229,left,2046.65994644165,13,gradient,TRUE,9,present
6230,right,1312.56484985352,13,gradient,TRUE,9,present
6231,left,3261.87491416931,13,gradient,TRUE,9,absent
6232,left,3327.79288291931,13,gradient,TRUE,9,absent
6233,left,3031.36157989502,13,gradient,TRUE,9,absent
6234,left,2213.66000175476,13,gradient,TRUE,9,absent
6235,left,2480.28063774109,13,gradient,TRUE,9,absent
6236,left,3378.26180458069,13,gradient,TRUE,9,absent
6237,left,2680.38940429688,13,gradient,TRUE,9,absent
6238,left,2361.56415939331,13,gradient,TRUE,9,absent
6239,left,3026.83329582214,13,gradient,TRUE,9,absent
6240,left,3379.45771217346,13,gradient,TRUE,9,absent
6241,right,693.173468112946,14,flat,FALSE,3,present
6242,right,1693.19713115692,14,flat,FALSE,3,present
6243,right,443.929880857468,14,flat,FALSE,3,present
6244,right,762.41809129715,14,flat,FALSE,3,present
6245,right,877.571105957031,14,flat,FALSE,3,present
6246,right,895.772755146027,14,flat,FALSE,3,present
6247,right,625.92339515686,14,flat,FALSE,3,present
6248,right,904.830873012543,14,flat,FALSE,3,present
6249,right,578.335881233215,14,flat,FALSE,3,present
6250,right,693.374574184418,14,flat,FALSE,3,present
6251,right,661.662995815277,14,flat,FALSE,3,present
6252,right,646.085977554321,14,flat,FALSE,3,present
6253,right,794.718444347382,14,flat,FALSE,3,present
6254,right,995.879828929901,14,flat,FALSE,3,present
6255,right,826.717555522919,14,flat,FALSE,3,present
6256,right,745.822429656982,14,flat,FALSE,3,present
6257,right,944.824576377869,14,flat,FALSE,3,present
6258,right,1278.02336215973,14,flat,FALSE,3,present
6259,right,543.565630912781,14,flat,FALSE,3,present
6260,right,562.032341957092,14,flat,FALSE,3,present
6261,right,692.20894575119,14,flat,FALSE,3,present
6262,right,779.224455356598,14,flat,FALSE,3,present
6263,right,879.245936870575,14,flat,FALSE,3,present
6264,right,878.826379776001,14,flat,FALSE,3,present
6265,right,825.886428356171,14,flat,FALSE,3,present
6266,right,1195.84536552429,14,flat,FALSE,3,present
6267,right,461.856156587601,14,flat,FALSE,3,present
6268,right,1112.71572113037,14,flat,FALSE,3,present
6269,right,635.932743549347,14,flat,FALSE,3,present
6270,right,762.706518173218,14,flat,FALSE,3,present
6271,left,1029.29317951202,14,flat,FALSE,3,absent
6272,left,812.463223934174,14,flat,FALSE,3,absent
6273,left,1262.44723796845,14,flat,FALSE,3,absent
6274,left,778.364896774292,14,flat,FALSE,3,absent
6275,left,822.796523571014,14,flat,FALSE,3,absent
6276,left,1145.84183692932,14,flat,FALSE,3,absent
6277,left,1028.62966060638,14,flat,FALSE,3,absent
6278,left,1010.86723804474,14,flat,FALSE,3,absent
6279,left,2027.47750282288,14,flat,FALSE,3,absent
6280,right,478.075444698334,14,flat,FALSE,3,absent
6281,right,1111.14978790283,14,flat,FALSE,6,present
6282,right,711.753666400909,14,flat,FALSE,6,present
6283,right,644.41853761673,14,flat,FALSE,6,present
6284,right,711.093187332153,14,flat,FALSE,6,present
6285,right,527.748286724091,14,flat,FALSE,6,present
6286,right,1177.82294750214,14,flat,FALSE,6,present
6287,right,911.919772624969,14,flat,FALSE,6,present
6288,right,560.927033424377,14,flat,FALSE,6,present
6289,right,893.440544605255,14,flat,FALSE,6,present
6290,right,760.571181774139,14,flat,FALSE,6,present
6291,right,777.535974979401,14,flat,FALSE,6,present
6292,right,727.409780025482,14,flat,FALSE,6,present
6293,right,2096.3089466095,14,flat,FALSE,6,present
6294,left,2144.93703842163,14,flat,FALSE,6,present
6295,right,1717.52905845642,14,flat,FALSE,6,present
6296,right,711.802005767822,14,flat,FALSE,6,present
6297,right,878.71515750885,14,flat,FALSE,6,present
6298,right,910.369575023651,14,flat,FALSE,6,present
6299,right,709.839642047882,14,flat,FALSE,6,present
6300,right,695.035457611084,14,flat,FALSE,6,present
6301,right,610.960483551025,14,flat,FALSE,6,present
6302,right,844.73317861557,14,flat,FALSE,6,present
6303,right,560.638010501862,14,flat,FALSE,6,present
6304,right,711.390733718872,14,flat,FALSE,6,present
6305,right,1127.48289108276,14,flat,FALSE,6,present
6306,right,1659.89232063294,14,flat,FALSE,6,present
6307,left,926.287353038788,14,flat,FALSE,6,present
6308,right,1295.43590545654,14,flat,FALSE,6,present
6309,right,462.305277585983,14,flat,FALSE,6,present
6310,right,710.455775260925,14,flat,FALSE,6,present
6311,left,2310.37759780884,14,flat,FALSE,6,absent
6312,left,1942.80707836151,14,flat,FALSE,6,absent
6313,left,1611.55295372009,14,flat,FALSE,6,absent
6314,left,1948.33374023438,14,flat,FALSE,6,absent
6315,left,1394.95134353638,14,flat,FALSE,6,absent
6316,left,2541.02563858032,14,flat,FALSE,6,absent
6317,left,1277.76336669922,14,flat,FALSE,6,absent
6318,left,1844.61712837219,14,flat,FALSE,6,absent
6319,left,1677.50632762909,14,flat,FALSE,6,absent
6320,left,1812.11388111115,14,flat,FALSE,6,absent
6321,right,911.710143089294,14,flat,FALSE,9,present
6322,right,1477.93781757355,14,flat,FALSE,9,present
6323,right,778.141021728516,14,flat,FALSE,9,present
6324,right,1360.14592647552,14,flat,FALSE,9,present
6325,right,1627.91228294373,14,flat,FALSE,9,present
6326,right,575.596928596497,14,flat,FALSE,9,present
6327,right,2653.01132202148,14,flat,FALSE,9,present
6328,right,628.145217895508,14,flat,FALSE,9,present
6329,right,1741.60635471344,14,flat,FALSE,9,present
6330,right,1743.70813369751,14,flat,FALSE,9,present
6331,right,2110.4576587677,14,flat,FALSE,9,present
6332,right,576.230704784393,14,flat,FALSE,9,present
6333,right,1660.96389293671,14,flat,FALSE,9,present
6334,right,1409.93309020996,14,flat,FALSE,9,present
6335,right,1857.04565048218,14,flat,FALSE,9,present
6336,left,1298.48325252533,14,flat,FALSE,9,present
6337,right,625.304758548737,14,flat,FALSE,9,present
6338,right,994.21411752700806,14,flat,FALSE,9,present
6339,right,862.89918422699,14,flat,FALSE,9,present
6340,right,1609.07065868378,14,flat,FALSE,9,present
6341,right,1124.77123737335,14,flat,FALSE,9,present
6342,right,876.697897911072,14,flat,FALSE,9,present
6343,right,1628.42762470245,14,flat,FALSE,9,present
6344,right,692.498207092285,14,flat,FALSE,9,present
6345,right,1277.69064903259,14,flat,FALSE,9,present
6346,right,2309.6489906311,14,flat,FALSE,9,present
6347,right,743.232309818268,14,flat,FALSE,9,present
6348,right,1093.58966350555,14,flat,FALSE,9,present
6349,right,1491.0614490509,14,flat,FALSE,9,present
6350,right,1659.16383266449,14,flat,FALSE,9,present
6351,right,1444.91064548492,14,flat,FALSE,9,absent
6352,left,2061.51843070984,14,flat,FALSE,9,absent
6353,left,1808.60078334808,14,flat,FALSE,9,absent
6354,left,2861.40823364258,14,flat,FALSE,9,absent
6355,left,3178.54404449463,14,flat,FALSE,9,absent
6356,left,4293.23959350586,14,flat,FALSE,9,absent
6357,left,2376.20282173157,14,flat,FALSE,9,absent
6358,left,1842.94629096985,14,flat,FALSE,9,absent
6359,left,2558.87246131897,14,flat,FALSE,9,absent
6360,left,2077.88228988648,14,flat,FALSE,9,absent
6361,right,1027.38511562347,14,flat,TRUE,3,present
6362,right,909.52730178833,14,flat,TRUE,3,present
6363,right,962.559998035431,14,flat,TRUE,3,present
6364,right,1129.14550304413,14,flat,TRUE,3,present
6365,right,509.950578212738,14,flat,TRUE,3,present
6366,right,894.157350063324,14,flat,TRUE,3,present
6367,right,1428.8364648819,14,flat,TRUE,3,present
6368,right,1026.35061740875,14,flat,TRUE,3,present
6369,right,988.624215126038,14,flat,TRUE,3,present
6370,right,793.996810913086,14,flat,TRUE,3,present
6371,right,512.595057487488,14,flat,TRUE,3,present
6372,right,412.629038095474,14,flat,TRUE,3,present
6373,right,812.404036521912,14,flat,TRUE,3,present
6374,right,661.410987377167,14,flat,TRUE,3,present
6375,right,862.483620643616,14,flat,TRUE,3,present
6376,right,794.632792472839,14,flat,TRUE,3,present
6377,right,562.500536441803,14,flat,TRUE,3,present
6378,right,858.73806476593,14,flat,TRUE,3,present
6379,right,694.37438249588,14,flat,TRUE,3,present
6380,right,558.856844902039,14,flat,TRUE,3,present
6381,right,762.047410011292,14,flat,TRUE,3,present
6382,right,527.702748775482,14,flat,TRUE,3,present
6383,left,728.805840015411,14,flat,TRUE,3,present
6384,right,544.672429561615,14,flat,TRUE,3,present
6385,right,494.042158126831,14,flat,TRUE,3,present
6386,right,579.493284225464,14,flat,TRUE,3,present
6387,right,592.973649501801,14,flat,TRUE,3,present
6388,right,728.864431381226,14,flat,TRUE,3,present
6389,right,762.273013591766,14,flat,TRUE,3,present
6390,right,677.684903144836,14,flat,TRUE,3,present
6391,left,1193.68731975555,14,flat,TRUE,3,absent
6392,left,912.42128610611,14,flat,TRUE,3,absent
6393,left,2859.38572883606,14,flat,TRUE,3,absent
6394,left,909.568011760712,14,flat,TRUE,3,absent
6395,left,1262.40170001984,14,flat,TRUE,3,absent
6396,left,861.933767795563,14,flat,TRUE,3,absent
6397,left,811.761200428009,14,flat,TRUE,3,absent
6398,left,762.502551078796,14,flat,TRUE,3,absent
6399,left,1191.96271896362,14,flat,TRUE,3,absent
6400,left,809.584379196167,14,flat,TRUE,3,absent
6401,right,1826.21955871582,14,flat,TRUE,6,present
6402,right,826.628863811493,14,flat,TRUE,6,present
6403,right,827.158451080322,14,flat,TRUE,6,present
6404,right,1043.72847080231,14,flat,TRUE,6,present
6405,right,2144.08230781555,14,flat,TRUE,6,present
6406,right,1160.57801246643,14,flat,TRUE,6,present
6407,right,1711.69137954712,14,flat,TRUE,6,present
6408,right,777.577221393585,14,flat,TRUE,6,present
6409,right,1194.26107406616,14,flat,TRUE,6,present
6410,right,678.576648235321,14,flat,TRUE,6,present
6411,right,811.808407306671,14,flat,TRUE,6,present
6412,right,678.03019285202,14,flat,TRUE,6,present
6413,right,677.311718463898,14,flat,TRUE,6,present
6414,right,660.632729530334,14,flat,TRUE,6,present
6415,right,1627.94268131256,14,flat,TRUE,6,present
6416,right,943.707287311554,14,flat,TRUE,6,present
6417,right,694.336831569672,14,flat,TRUE,6,present
6418,right,726.61817073822,14,flat,TRUE,6,present
6419,right,1344.97475624084,14,flat,TRUE,6,present
6420,right,777.03994512558,14,flat,TRUE,6,present
6421,right,611.766040325165,14,flat,TRUE,6,present
6422,right,644.883930683136,14,flat,TRUE,6,present
6423,right,1477.33962535858,14,flat,TRUE,6,present
6424,right,1143.93544197082,14,flat,TRUE,6,present
6425,right,477.861553430557,14,flat,TRUE,6,present
6426,right,1092.74733066559,14,flat,TRUE,6,present
6427,right,1078.05836200714,14,flat,TRUE,6,present
6428,right,511.785507202148,14,flat,TRUE,6,present
6429,right,810.941457748413,14,flat,TRUE,6,present
6430,right,1344.97904777527,14,flat,TRUE,6,present
6431,left,2360.7714176178,14,flat,TRUE,6,absent
6432,left,1476.90582275391,14,flat,TRUE,6,absent
6433,left,2161.42845153809,14,flat,TRUE,6,absent
6434,left,1778.44285964966,14,flat,TRUE,6,absent
6435,left,1610.98921298981,14,flat,TRUE,6,absent
6436,left,1710.02447605133,14,flat,TRUE,6,absent
6437,left,1078.14884185791,14,flat,TRUE,6,absent
6438,left,1611.66191101074,14,flat,TRUE,6,absent
6439,left,2045.17602920532,14,flat,TRUE,6,absent
6440,right,1560.61863899231,14,flat,TRUE,6,absent
6441,right,726.184964179993,14,flat,TRUE,9,present
6442,right,1108.94370079041,14,flat,TRUE,9,present
6443,right,793.713510036469,14,flat,TRUE,9,present
6444,right,1610.27383804321,14,flat,TRUE,9,present
6445,right,1227.69033908844,14,flat,TRUE,9,present
6446,right,961.074650287628,14,flat,TRUE,9,present
6447,right,945.275723934174,14,flat,TRUE,9,present
6448,right,1426.88250541687,14,flat,TRUE,9,present
6449,right,1142.84062385559,14,flat,TRUE,9,present
6450,right,759.387850761414,14,flat,TRUE,9,present
6451,right,1425.84633827209,14,flat,TRUE,9,present
6452,right,660.273790359497,14,flat,TRUE,9,present
6453,right,561.016917228699,14,flat,TRUE,9,present
6454,right,557.899951934814,14,flat,TRUE,9,present
6455,right,753.0837059021,14,flat,TRUE,9,present
6456,right,1276.41117572784,14,flat,TRUE,9,present
6457,right,1711.00080013275,14,flat,TRUE,9,present
6458,right,828.706443309784,14,flat,TRUE,9,present
6459,right,676.854074001312,14,flat,TRUE,9,present
6460,right,544.430077075958,14,flat,TRUE,9,present
6461,right,1169.17872428894,14,flat,TRUE,9,present
6462,right,827.657103538513,14,flat,TRUE,9,present
6463,right,1342.34082698822,14,flat,TRUE,9,present
6464,right,1441.50722026825,14,flat,TRUE,9,present
6465,right,1043.14851760864,14,flat,TRUE,9,present
6466,right,1189.10467624664,14,flat,TRUE,9,present
6467,right,643.965184688568,14,flat,TRUE,9,present
6468,right,2092.36311912537,14,flat,TRUE,9,present
6469,right,1094.60818767548,14,flat,TRUE,9,present
6470,right,1193.687915802,14,flat,TRUE,9,present
6471,left,1909.42716598511,14,flat,TRUE,9,absent
6472,left,2942.53396987915,14,flat,TRUE,9,absent
6473,left,3200.77419281006,14,flat,TRUE,9,absent
6474,left,3342.57388114929,14,flat,TRUE,9,absent
6475,left,1817.64376163483,14,flat,TRUE,9,absent
6476,left,2227.9736995697,14,flat,TRUE,9,absent
6477,left,3026.97038650513,14,flat,TRUE,9,absent
6478,left,2609.85922813415,14,flat,TRUE,9,absent
6479,left,2924.83830451965,14,flat,TRUE,9,absent
6480,left,4493.46494674683,14,flat,TRUE,9,absent
6481,right,891.859889030457,14,gradient,FALSE,3,present
6482,right,542.048156261444,14,gradient,FALSE,3,present
6483,right,728.639721870422,14,gradient,FALSE,3,present
6484,left,1744.86470222473,14,gradient,FALSE,3,present
6485,right,693.068504333496,14,gradient,FALSE,3,present
6486,right,576.866149902344,14,gradient,FALSE,3,present
6487,right,838.292479515076,14,gradient,FALSE,3,present
6488,right,759.833335876465,14,gradient,FALSE,3,present
6489,right,944.443166255951,14,gradient,FALSE,3,present
6490,right,795.58002948761,14,gradient,FALSE,3,present
6491,right,976.828873157501,14,gradient,FALSE,3,present
6492,right,492.472320795059,14,gradient,FALSE,3,present
6493,right,610.02242565155,14,gradient,FALSE,3,present
6494,right,645.482361316681,14,gradient,FALSE,3,present
6495,right,1010.2602243423501,14,gradient,FALSE,3,present
6496,right,726.550757884979,14,gradient,FALSE,3,present
6497,right,542.802751064301,14,gradient,FALSE,3,present
6498,right,645.370304584503,14,gradient,FALSE,3,present
6499,right,409.527480602264,14,gradient,FALSE,3,present
6500,right,545.480251312256,14,gradient,FALSE,3,present
6501,right,576.80755853653,14,gradient,FALSE,3,present
6502,right,445.391654968262,14,gradient,FALSE,3,present
6503,right,660.064697265625,14,gradient,FALSE,3,present
6504,right,795.332849025726,14,gradient,FALSE,3,present
6505,right,991.400122642517,14,gradient,FALSE,3,present
6506,right,878.808438777924,14,gradient,FALSE,3,present
6507,right,1273.00751209259,14,gradient,FALSE,3,present
6508,right,901.536405086517,14,gradient,FALSE,3,present
6509,right,745.324075222015,14,gradient,FALSE,3,present
6510,right,625.752151012421,14,gradient,FALSE,3,present
6511,left,1192.40784645081,14,gradient,FALSE,3,absent
6512,left,3410.23659706116,14,gradient,FALSE,3,absent
6513,left,859.921336174011,14,gradient,FALSE,3,absent
6514,left,745.26035785675,14,gradient,FALSE,3,absent
6515,left,912.283897399902,14,gradient,FALSE,3,absent
6516,left,1788.74933719635,14,gradient,FALSE,3,absent
6517,left,1125.37574768066,14,gradient,FALSE,3,absent
6518,left,4551.05924606323,14,gradient,FALSE,3,absent
6519,left,4043.55573654175,14,gradient,FALSE,3,absent
6520,left,763.042151927948,14,gradient,FALSE,3,absent
6521,right,1242.92719364166,14,gradient,FALSE,6,present
6522,right,693.892240524292,14,gradient,FALSE,6,present
6523,right,543.961584568024,14,gradient,FALSE,6,present
6524,right,809.480249881744,14,gradient,FALSE,6,present
6525,right,1277.58049964905,14,gradient,FALSE,6,present
6526,right,860.231935977936,14,gradient,FALSE,6,present
6527,right,1027.46570110321,14,gradient,FALSE,6,present
6528,left,776.460230350494,14,gradient,FALSE,6,present
6529,right,689.068675041199,14,gradient,FALSE,6,present
6530,right,1109.62152481079,14,gradient,FALSE,6,present
6531,right,643.264830112457,14,gradient,FALSE,6,present
6532,right,1025.43163299561,14,gradient,FALSE,6,present
6533,right,542.914569377899,14,gradient,FALSE,6,present
6534,right,410.535544157028,14,gradient,FALSE,6,present
6535,right,943.926334381104,14,gradient,FALSE,6,present
6536,right,761.157989501953,14,gradient,FALSE,6,present
6537,right,693.09014081955,14,gradient,FALSE,6,present
6538,right,993.857145309448,14,gradient,FALSE,6,present
6539,right,1343.70839595795,14,gradient,FALSE,6,present
6540,right,1010.74230670929,14,gradient,FALSE,6,present
6541,right,1529.27887439728,14,gradient,FALSE,6,present
6542,right,527.310192584991,14,gradient,FALSE,6,present
6543,right,1741.59276485443,14,gradient,FALSE,6,present
6544,right,560.613572597504,14,gradient,FALSE,6,present
6545,right,1510.59281826019,14,gradient,FALSE,6,present
6546,right,1476.61995887756,14,gradient,FALSE,6,present
6547,right,1494.04871463776,14,gradient,FALSE,6,present
6548,right,760.960280895233,14,gradient,FALSE,6,present
6549,right,660.169124603271,14,gradient,FALSE,6,present
6550,right,1004.70101833344,14,gradient,FALSE,6,present
6551,left,2193.97807121277,14,gradient,FALSE,6,absent
6552,right,3726.96185112,14,gradient,FALSE,6,absent
6553,left,993.215441703796,14,gradient,FALSE,6,absent
6554,left,1643.59080791473,14,gradient,FALSE,6,absent
6555,left,1776.07333660126,14,gradient,FALSE,6,absent
6556,left,1526.32772922516,14,gradient,FALSE,6,absent
6557,left,1676.60319805145,14,gradient,FALSE,6,absent
6558,left,2142.28081703186,14,gradient,FALSE,6,absent
6559,left,977.609395980835,14,gradient,FALSE,6,absent
6560,left,1459.0927362442,14,gradient,FALSE,6,absent
6561,right,1178.72869968414,14,gradient,FALSE,9,present
6562,right,759.772717952728,14,gradient,FALSE,9,present
6563,right,824.520230293274,14,gradient,FALSE,9,present
6564,right,1357.7915430069,14,gradient,FALSE,9,present
6565,right,626.290619373322,14,gradient,FALSE,9,present
6566,right,608.016192913055,14,gradient,FALSE,9,present
6567,NA,NA,14,gradient,FALSE,9,present
6568,right,942.083954811096,14,gradient,FALSE,9,present
6569,right,892.817616462708,14,gradient,FALSE,9,present
6570,right,1925.24087429047,14,gradient,FALSE,9,present
6571,right,907.824099063873,14,gradient,FALSE,9,present
6572,right,1324.60689544678,14,gradient,FALSE,9,present
6573,right,1590.40713310242,14,gradient,FALSE,9,present
6574,right,725.426077842712,14,gradient,FALSE,9,present
6575,right,542.639195919037,14,gradient,FALSE,9,present
6576,right,1191.446185112,14,gradient,FALSE,9,present
6577,right,791.640162467957,14,gradient,FALSE,9,present
6578,right,924.60572719574,14,gradient,FALSE,9,present
6579,right,508.414566516876,14,gradient,FALSE,9,present
6580,right,1075.17671585083,14,gradient,FALSE,9,present
6581,right,525.772213935852,14,gradient,FALSE,9,present
6582,right,623.747408390045,14,gradient,FALSE,9,present
6583,right,525.098383426666,14,gradient,FALSE,9,present
6584,right,874.349236488342,14,gradient,FALSE,9,present
6585,right,709.126532077789,14,gradient,FALSE,9,present
6586,right,2709.18416976929,14,gradient,FALSE,9,present
6587,right,860.043942928314,14,gradient,FALSE,9,present
6588,left,1876.7820596695,14,gradient,FALSE,9,present
6589,right,1901.99983119965,14,gradient,FALSE,9,present
6590,right,808.995008468628,14,gradient,FALSE,9,present
6591,left,2307.84034729004,14,gradient,FALSE,9,absent
6592,left,2492.94424057007,14,gradient,FALSE,9,absent
6593,left,1926.67841911316,14,gradient,FALSE,9,absent
6594,left,2590.50321578979,14,gradient,FALSE,9,absent
6595,right,3726.88174247742,14,gradient,FALSE,9,absent
6596,left,2658.07867050171,14,gradient,FALSE,9,absent
6597,right,1092.29457378387,14,gradient,FALSE,9,absent
6598,left,2124.70388412476,14,gradient,FALSE,9,absent
6599,left,2309.27419662476,14,gradient,FALSE,9,absent
6600,left,2990.1134967804,14,gradient,FALSE,9,absent
6601,right,876.154601573944,14,gradient,TRUE,3,present
6602,right,959.164321422577,14,gradient,TRUE,3,present
6603,right,660.110533237457,14,gradient,TRUE,3,present
6604,right,1557.74068832398,14,gradient,TRUE,3,present
6605,right,1041.98229312897,14,gradient,TRUE,3,present
6606,right,978.917241096497,14,gradient,TRUE,3,present
6607,right,794.243693351746,14,gradient,TRUE,3,present
6608,right,1127.70104408264,14,gradient,TRUE,3,present
6609,right,578.565418720245,14,gradient,TRUE,3,present
6610,right,724.113047122955,14,gradient,TRUE,3,present
6611,right,675.574064254761,14,gradient,TRUE,3,present
6612,right,743.240237236023,14,gradient,TRUE,3,present
6613,right,2019.53983306885,14,gradient,TRUE,3,present
6614,right,995.258033275604,14,gradient,TRUE,3,present
6615,right,1262.46798038483,14,gradient,TRUE,3,present
6616,right,809.957563877106,14,gradient,TRUE,3,present
6617,right,695.13213634491,14,gradient,TRUE,3,present
6618,right,760.490119457245,14,gradient,TRUE,3,present
6619,right,993.20262670517,14,gradient,TRUE,3,present
6620,right,576.662480831146,14,gradient,TRUE,3,present
6621,right,662.080585956573,14,gradient,TRUE,3,present
6622,right,512.075364589691,14,gradient,TRUE,3,present
6623,right,607.498526573181,14,gradient,TRUE,3,present
6624,right,694.139182567596,14,gradient,TRUE,3,present
6625,right,774.705231189728,14,gradient,TRUE,3,present
6626,right,859.50094461441,14,gradient,TRUE,3,present
6627,right,961.748778820038,14,gradient,TRUE,3,present
6628,right,660.619974136353,14,gradient,TRUE,3,present
6629,right,1010.29515266419,14,gradient,TRUE,3,present
6630,right,1212.10515499115,14,gradient,TRUE,3,present
6631,left,809.253573417664,14,gradient,TRUE,3,absent
6632,left,878.755867481232,14,gradient,TRUE,3,absent
6633,left,1012.01915740967,14,gradient,TRUE,3,absent
6634,left,961.453497409821,14,gradient,TRUE,3,absent
6635,left,1543.81453990936,14,gradient,TRUE,3,absent
6636,left,1087.65780925751,14,gradient,TRUE,3,absent
6637,left,1492.6598072052,14,gradient,TRUE,3,absent
6638,left,1127.19023227692,14,gradient,TRUE,3,absent
6639,left,775.323331356049,14,gradient,TRUE,3,absent
6640,left,809.925675392151,14,gradient,TRUE,3,absent
6641,right,909.737229347229,14,gradient,TRUE,6,present
6642,right,509.74577665329,14,gradient,TRUE,6,present
6643,right,859.215378761292,14,gradient,TRUE,6,present
6644,right,1576.87270641327,14,gradient,TRUE,6,present
6645,right,742.805898189545,14,gradient,TRUE,6,present
6646,right,692.832171916962,14,gradient,TRUE,6,present
6647,right,876.224875450134,14,gradient,TRUE,6,present
6648,right,1010.37704944611,14,gradient,TRUE,6,present
6649,right,1427.90853977203,14,gradient,TRUE,6,present
6650,right,1326.75814628601,14,gradient,TRUE,6,present
6651,right,842.6313996315,14,gradient,TRUE,6,present
6652,right,410.447061061859,14,gradient,TRUE,6,present
6653,right,1451.48384571075,14,gradient,TRUE,6,present
6654,right,776.352167129517,14,gradient,TRUE,6,present
6655,right,1027.11129188538,14,gradient,TRUE,6,present
6656,right,1640.97654819489,14,gradient,TRUE,6,present
6657,right,943.534374237061,14,gradient,TRUE,6,present
