trial,key,time,id,type,shadow,setsize,stimulus
3812,right,952.161967754364,8,gradient,TRUE,9,present
3813,right,2592.74554252625,8,gradient,TRUE,9,present
3814,right,706.53247833252,8,gradient,TRUE,9,present
3815,right,1360.50474643707,8,gradient,TRUE,9,present
3816,right,1064.01395797729,8,gradient,TRUE,9,present
3817,left,1980.69334030151,8,gradient,TRUE,9,present
3818,right,1639.04881477356,8,gradient,TRUE,9,present
3819,right,709.864020347595,8,gradient,TRUE,9,present
3820,right,1651.52442455292,8,gradient,TRUE,9,present
3821,right,2606.5776348114,8,gradient,TRUE,9,present
3822,right,840.243279933929,8,gradient,TRUE,9,present
3823,right,952.928960323334,8,gradient,TRUE,9,present
3824,right,2586.62128448486,8,gradient,TRUE,9,present
3825,right,1466.28820896149,8,gradient,TRUE,9,present
3826,right,2230.47780990601,8,gradient,TRUE,9,present
3827,right,932.948410511017,8,gradient,TRUE,9,present
3828,right,941.472232341766,8,gradient,TRUE,9,present
3829,right,891.216099262238,8,gradient,TRUE,9,present
3830,right,1000.56350231171,8,gradient,TRUE,9,present
3831,right,3021.99053764343,8,gradient,TRUE,9,absent
3832,left,2059.26942825317,8,gradient,TRUE,9,absent
3833,left,2261.90710067749,8,gradient,TRUE,9,absent
3834,left,1654.36363220215,8,gradient,TRUE,9,absent
3835,left,3774.61528778076,8,gradient,TRUE,9,absent
3836,left,3260.71405410767,8,gradient,TRUE,9,absent
3837,left,2139.50085639954,8,gradient,TRUE,9,absent
3838,left,3058.43734741211,8,gradient,TRUE,9,absent
3839,left,2498.10647964477,8,gradient,TRUE,9,absent
3840,left,3456.35557174683,8,gradient,TRUE,9,absent
3841,right,917.993187904358,9,flat,FALSE,3,present
3842,right,533.267080783844,9,flat,FALSE,3,present
3843,right,963.511228561401,9,flat,FALSE,3,present
3844,right,498.69567155838,9,flat,FALSE,3,present
3845,right,702.613532543182,9,flat,FALSE,3,present
3846,right,420.136362314224,9,flat,FALSE,3,present
3847,left,931.049942970276,9,flat,FALSE,3,present
3848,right,904.25831079483,9,flat,FALSE,3,present
3849,right,715.207397937775,9,flat,FALSE,3,present
3850,right,698.43590259552,9,flat,FALSE,3,present
3851,right,599.70086812973,9,flat,FALSE,3,present
3852,right,566.816806793213,9,flat,FALSE,3,present
3853,right,718.08648109436,9,flat,FALSE,3,present
3854,right,835.161626338959,9,flat,FALSE,3,present
3855,right,501.619637012482,9,flat,FALSE,3,present
3856,right,727.867960929871,9,flat,FALSE,3,present
3857,right,437.248528003693,9,flat,FALSE,3,present
3858,right,801.428079605103,9,flat,FALSE,3,present
3859,right,566.697776317596,9,flat,FALSE,3,present
3860,right,682.713687419891,9,flat,FALSE,3,present
3861,right,400.331169366836,9,flat,FALSE,3,present
3862,right,463.483303785324,9,flat,FALSE,3,present
3863,right,785.988211631775,9,flat,FALSE,3,present
3864,right,713.681101799011,9,flat,FALSE,3,present
3865,right,714.047074317932,9,flat,FALSE,3,present
3866,left,1355.35526275635,9,flat,FALSE,3,present
3867,right,515.700042247772,9,flat,FALSE,3,present
3868,right,685.118019580841,9,flat,FALSE,3,present
3869,right,647.412478923798,9,flat,FALSE,3,present
3870,right,781.567394733429,9,flat,FALSE,3,present
3871,left,888.342022895813,9,flat,FALSE,3,absent
3872,left,1098.08599948883,9,flat,FALSE,3,absent
3873,left,780.580639839172,9,flat,FALSE,3,absent
3874,left,1170.31836509705,9,flat,FALSE,3,absent
3875,left,835.92027425766,9,flat,FALSE,3,absent
3876,left,763.082921504974,9,flat,FALSE,3,absent
3877,left,1021.21734619141,9,flat,FALSE,3,absent
3878,left,853.577792644501,9,flat,FALSE,3,absent
3879,left,1050.24194717407,9,flat,FALSE,3,absent
3880,right,802.166879177094,9,flat,FALSE,3,absent
3881,right,914.718568325043,9,flat,FALSE,6,present
3882,right,801.413953304291,9,flat,FALSE,6,present
3883,right,871.238529682159,9,flat,FALSE,6,present
3884,right,570.210099220276,9,flat,FALSE,6,present
3885,right,1229.69102859497,9,flat,FALSE,6,present
3886,right,852.422654628754,9,flat,FALSE,6,present
3887,left,1303.95948886871,9,flat,FALSE,6,present
3888,right,1146.19314670563,9,flat,FALSE,6,present
3889,right,1069.38314437866,9,flat,FALSE,6,present
3890,right,884.744346141815,9,flat,FALSE,6,present
3891,right,780.892133712769,9,flat,FALSE,6,present
3892,right,881.566941738129,9,flat,FALSE,6,present
3893,right,929.778635501862,9,flat,FALSE,6,present
3894,right,597.582697868347,9,flat,FALSE,6,present
3895,right,1265.9398317337,9,flat,FALSE,6,present
3896,right,1163.8503074646,9,flat,FALSE,6,present
3897,right,515.855967998505,9,flat,FALSE,6,present
3898,right,1123.68023395538,9,flat,FALSE,6,present
3899,right,480.171710252762,9,flat,FALSE,6,present
3900,right,1419.9949502945,9,flat,FALSE,6,present
3901,right,887.399852275848,9,flat,FALSE,6,present
3902,right,1089.12646770477,9,flat,FALSE,6,present
3903,right,781.55106306076,9,flat,FALSE,6,present
3904,right,966.525375843048,9,flat,FALSE,6,present
3905,right,647.094249725342,9,flat,FALSE,6,present
3906,right,898.271381855011,9,flat,FALSE,6,present
3907,right,735.548317432404,9,flat,FALSE,6,present
3908,right,1229.69353199005,9,flat,FALSE,6,present
3909,right,981.640577316284,9,flat,FALSE,6,present
3910,right,983.834147453308,9,flat,FALSE,6,present
3911,left,1397.21632003784,9,flat,FALSE,6,absent
3912,left,1501.84416770935,9,flat,FALSE,6,absent
3913,left,1584.13553237915,9,flat,FALSE,6,absent
3914,left,1500.12063980102,9,flat,FALSE,6,absent
3915,left,1294.23344135284,9,flat,FALSE,6,absent
3916,right,420.12482881546,9,flat,FALSE,6,absent
3917,left,1451.39181613922,9,flat,FALSE,6,absent
3918,left,1386.38556003571,9,flat,FALSE,6,absent
3919,left,968.797147274017,9,flat,FALSE,6,absent
3920,left,1499.70996379852,9,flat,FALSE,6,absent
3921,right,933.43597650528,9,flat,FALSE,9,present
3922,right,883.933067321777,9,flat,FALSE,9,present
3923,right,828.781127929688,9,flat,FALSE,9,present
3924,right,1468.22810173035,9,flat,FALSE,9,present
3925,right,1232.7641248703,9,flat,FALSE,9,present
3926,right,1233.26170444489,9,flat,FALSE,9,present
3927,right,2229.33006286621,9,flat,FALSE,9,present
3928,right,1749.631524086,9,flat,FALSE,9,present
3929,right,1786.03661060333,9,flat,FALSE,9,present
3930,right,585.394322872162,9,flat,FALSE,9,present
3931,right,1010.41412353516,9,flat,FALSE,9,present
3932,right,579.667329788208,9,flat,FALSE,9,present
3933,right,946.176409721375,9,flat,FALSE,9,present
3934,right,1211.14325523377,9,flat,FALSE,9,present
3935,right,1101.46045684814,9,flat,FALSE,9,present
3936,left,2394.33622360229,9,flat,FALSE,9,present
3937,right,667.693078517914,9,flat,FALSE,9,present
3938,right,683.940410614014,9,flat,FALSE,9,present
3939,right,761.11775636673,9,flat,FALSE,9,present
3940,right,935.026407241821,9,flat,FALSE,9,present
3941,left,1002.73501873016,9,flat,FALSE,9,present
3942,right,545.049667358398,9,flat,FALSE,9,present
3943,right,1117.1213388443,9,flat,FALSE,9,present
3944,left,2495.26381492615,9,flat,FALSE,9,present
3945,right,581.564128398895,9,flat,FALSE,9,present
3946,right,1227.75506973267,9,flat,FALSE,9,present
3947,left,1819.15295124054,9,flat,FALSE,9,present
3948,right,1763.03601264954,9,flat,FALSE,9,present
3949,right,730.143308639526,9,flat,FALSE,9,present
3950,right,1302.02507972717,9,flat,FALSE,9,present
3951,left,2066.0035610199,9,flat,FALSE,9,absent
3952,left,2109.60102081299,9,flat,FALSE,9,absent
3953,left,1849.94459152222,9,flat,FALSE,9,absent
3954,left,1894.95289325714,9,flat,FALSE,9,absent
3955,left,1944.03481483459,9,flat,FALSE,9,absent
3956,left,2302.23155021667,9,flat,FALSE,9,absent
3957,left,1533.84935855866,9,flat,FALSE,9,absent
3958,left,2016.06345176697,9,flat,FALSE,9,absent
3959,left,2078.70697975159,9,flat,FALSE,9,absent
3960,left,1721.91667556763,9,flat,FALSE,9,absent
3961,right,803.293168544769,9,flat,TRUE,3,present
3962,right,783.004879951477,9,flat,TRUE,3,present
3963,right,649.345874786377,9,flat,TRUE,3,present
3964,left,733.609795570374,9,flat,TRUE,3,present
3965,right,612.140476703644,9,flat,TRUE,3,present
3966,right,580.70570230484,9,flat,TRUE,3,present
3967,right,570.022165775299,9,flat,TRUE,3,present
3968,right,903.933644294739,9,flat,TRUE,3,present
3969,right,547.907292842865,9,flat,TRUE,3,present
3970,right,614.863932132721,9,flat,TRUE,3,present
3971,right,799.842774868011,9,flat,TRUE,3,present
3972,right,649.35290813446,9,flat,TRUE,3,present
3973,right,865.658700466156,9,flat,TRUE,3,present
3974,right,668.734669685364,9,flat,TRUE,3,present
3975,right,649.749457836151,9,flat,TRUE,3,present
3976,right,551.15270614624,9,flat,TRUE,3,present
3977,right,847.176790237427,9,flat,TRUE,3,present
3978,right,1002.20060348511,9,flat,TRUE,3,present
3979,right,583.089172840118,9,flat,TRUE,3,present
3980,right,749.892711639404,9,flat,TRUE,3,present
3981,right,766.968309879303,9,flat,TRUE,3,present
3982,right,529.747724533081,9,flat,TRUE,3,present
3983,right,698.895573616028,9,flat,TRUE,3,present
3984,right,653.70762348175,9,flat,TRUE,3,present
3985,right,637.366950511932,9,flat,TRUE,3,present
3986,right,499.721229076385,9,flat,TRUE,3,present
3987,right,497.909426689148,9,flat,TRUE,3,present
3988,right,502.805948257446,9,flat,TRUE,3,present
3989,right,470.276653766632,9,flat,TRUE,3,present
3990,right,601.774454116821,9,flat,TRUE,3,present
3991,left,1052.16348171234,9,flat,TRUE,3,absent
3992,left,836.780965328217,9,flat,TRUE,3,absent
3993,left,766.784489154816,9,flat,TRUE,3,absent
3994,left,1166.38493537903,9,flat,TRUE,3,absent
3995,left,815.659582614899,9,flat,TRUE,3,absent
3996,left,881.103098392487,9,flat,TRUE,3,absent
3997,left,774.040699005127,9,flat,TRUE,3,absent
3998,left,1100.86631774902,9,flat,TRUE,3,absent
3999,left,998.293697834015,9,flat,TRUE,3,absent
4000,left,916.581094264984,9,flat,TRUE,3,absent
4001,right,707.55273103714,9,flat,TRUE,6,present
4002,right,1064.67938423157,9,flat,TRUE,6,present
4003,right,1368.084192276,9,flat,TRUE,6,present
4004,right,832.962930202484,9,flat,TRUE,6,present
4005,right,663.998544216156,9,flat,TRUE,6,present
4006,left,1314.22173976898,9,flat,TRUE,6,present
4007,right,1914.03949260712,9,flat,TRUE,6,present
4008,right,853.144407272339,9,flat,TRUE,6,present
4009,right,879.650890827179,9,flat,TRUE,6,present
4010,right,435.668975114822,9,flat,TRUE,6,present
4011,right,1424.76177215576,9,flat,TRUE,6,present
4012,right,431.801229715347,9,flat,TRUE,6,present
4013,right,1018.62788200378,9,flat,TRUE,6,present
4014,right,845.916092395782,9,flat,TRUE,6,present
4015,left,1034.80529785156,9,flat,TRUE,6,present
4016,right,680.500566959381,9,flat,TRUE,6,present
4017,right,1263.04113864899,9,flat,TRUE,6,present
4018,right,546.399235725403,9,flat,TRUE,6,present
4019,right,980.860471725464,9,flat,TRUE,6,present
4020,right,1162.88352012634,9,flat,TRUE,6,present
4021,right,439.359664916992,9,flat,TRUE,6,present
4022,right,781.075298786163,9,flat,TRUE,6,present
4023,right,1046.46015167236,9,flat,TRUE,6,present
4024,right,563.066780567169,9,flat,TRUE,6,present
4025,right,646.176815032959,9,flat,TRUE,6,present
4026,right,930.461585521698,9,flat,TRUE,6,present
4027,right,896.340548992157,9,flat,TRUE,6,present
4028,right,814.208626747131,9,flat,TRUE,6,present
4029,left,2212.00370788574,9,flat,TRUE,6,present
4030,right,1095.61562538147,9,flat,TRUE,6,present
4031,left,1796.42379283905,9,flat,TRUE,6,absent
4032,left,1462.6168012619,9,flat,TRUE,6,absent
4033,left,1496.30129337311,9,flat,TRUE,6,absent
4034,left,2014.08004760742,9,flat,TRUE,6,absent
4035,left,1453.28283309937,9,flat,TRUE,6,absent
4036,left,1552.92344093323,9,flat,TRUE,6,absent
4037,right,566.428363323212,9,flat,TRUE,6,absent
4038,left,1095.80361843109,9,flat,TRUE,6,absent
4039,left,1897.36104011536,9,flat,TRUE,6,absent
4040,left,2801.08451843262,9,flat,TRUE,6,absent
4041,right,963.538467884064,9,flat,TRUE,9,present
4042,right,928.652703762054,9,flat,TRUE,9,present
4043,left,2394.16170120239,9,flat,TRUE,9,present
4044,right,1732.83863067627,9,flat,TRUE,9,present
4045,right,1511.88039779663,9,flat,TRUE,9,present
4046,right,1045.51637172699,9,flat,TRUE,9,present
4047,right,1928.40850353241,9,flat,TRUE,9,present
4048,right,1179.47793006897,9,flat,TRUE,9,present
4049,right,499.478727579117,9,flat,TRUE,9,present
4050,right,891.934514045715,9,flat,TRUE,9,present
4051,right,743.098080158234,9,flat,TRUE,9,present
4052,right,677.612841129303,9,flat,TRUE,9,present
4053,right,1219.50912475586,9,flat,TRUE,9,present
4054,right,1059.69214439392,9,flat,TRUE,9,present
4055,right,867.990851402283,9,flat,TRUE,9,present
4056,right,1065.5118227005,9,flat,TRUE,9,present
4057,right,777.41414308548,9,flat,TRUE,9,present
4058,right,1580.1568031311,9,flat,TRUE,9,present
4059,right,1312.7875328064,9,flat,TRUE,9,present
4060,right,1311.75839900971,9,flat,TRUE,9,present
4061,right,1443.86160373688,9,flat,TRUE,9,present
4062,right,644.007921218872,9,flat,TRUE,9,present
4063,right,2361.72842979431,9,flat,TRUE,9,present
4064,right,1044.40295696258,9,flat,TRUE,9,present
4065,right,1849.25317764282,9,flat,TRUE,9,present
4066,right,961.374461650848,9,flat,TRUE,9,present
4067,right,546.612560749054,9,flat,TRUE,9,present
4068,right,910.023808479309,9,flat,TRUE,9,present
4069,right,1969.65658664703,9,flat,TRUE,9,present
4070,left,2293.87068748474,9,flat,TRUE,9,present
4071,left,1929.23200130463,9,flat,TRUE,9,absent
4072,left,2043.92671585083,9,flat,TRUE,9,absent
4073,left,2695.50156593323,9,flat,TRUE,9,absent
4074,left,2429.01802062988,9,flat,TRUE,9,absent
4075,left,1762.06851005554,9,flat,TRUE,9,absent
4076,left,2643.71705055237,9,flat,TRUE,9,absent
4077,left,1309.86773967743,9,flat,TRUE,9,absent
4078,left,2185.26601791382,9,flat,TRUE,9,absent
4079,left,1817.07549095154,9,flat,TRUE,9,absent
4080,left,2582.19456672669,9,flat,TRUE,9,absent
4081,right,681.773126125336,9,gradient,FALSE,3,present
4082,right,1170.10247707367,9,gradient,FALSE,3,present
4083,right,847.444951534271,9,gradient,FALSE,3,present
4084,right,1011.69312000275,9,gradient,FALSE,3,present
4085,right,564.969062805176,9,gradient,FALSE,3,present
4086,right,679.893970489502,9,gradient,FALSE,3,present
4087,right,568.358182907104,9,gradient,FALSE,3,present
4088,right,548.104226589203,9,gradient,FALSE,3,present
4089,left,715.383172035217,9,gradient,FALSE,3,present
4090,right,717.487871646881,9,gradient,FALSE,3,present
4091,right,769.934952259064,9,gradient,FALSE,3,present
4092,right,500.791728496552,9,gradient,FALSE,3,present
4093,right,847.665011882782,9,gradient,FALSE,3,present
4094,right,397.444397211075,9,gradient,FALSE,3,present
4095,right,585.50888299942,9,gradient,FALSE,3,present
4096,right,597.935914993286,9,gradient,FALSE,3,present
4097,right,636.787295341492,9,gradient,FALSE,3,present
4098,right,784.091711044312,9,gradient,FALSE,3,present
4099,right,1302.20508575439,9,gradient,FALSE,3,present
4100,right,867.051899433136,9,gradient,FALSE,3,present
4101,right,869.161427021027,9,gradient,FALSE,3,present
4102,right,554.61847782135,9,gradient,FALSE,3,present
4103,right,751.519739627838,9,gradient,FALSE,3,present
4104,right,815.056800842285,9,gradient,FALSE,3,present
4105,right,903.3203125,9,gradient,FALSE,3,present
4106,right,1288.62929344177,9,gradient,FALSE,3,present
4107,right,795.82291841507,9,gradient,FALSE,3,present
4108,right,1181.51879310608,9,gradient,FALSE,3,present
4109,right,564.603388309479,9,gradient,FALSE,3,present
4110,right,700.821578502655,9,gradient,FALSE,3,present
4111,left,879.850745201111,9,gradient,FALSE,3,absent
4112,left,1131.6944360733,9,gradient,FALSE,3,absent
4113,left,1012.40587234497,9,gradient,FALSE,3,absent
4114,left,1027.46653556824,9,gradient,FALSE,3,absent
4115,left,1012.1431350708,9,gradient,FALSE,3,absent
4116,left,733.252108097076,9,gradient,FALSE,3,absent
4117,left,900.926232337952,9,gradient,FALSE,3,absent
4118,left,901.438534259796,9,gradient,FALSE,3,absent
4119,left,812.11519241333,9,gradient,FALSE,3,absent
4120,left,798.32512140274,9,gradient,FALSE,3,absent
4121,right,1084.40601825714,9,gradient,FALSE,6,present
4122,right,984.821856021881,9,gradient,FALSE,6,present
4123,right,916.043758392334,9,gradient,FALSE,6,present
4124,right,809.14980173111,9,gradient,FALSE,6,present
4125,right,1234.45475101471,9,gradient,FALSE,6,present
4126,right,510.345757007599,9,gradient,FALSE,6,present
4127,right,1144.90461349487,9,gradient,FALSE,6,present
4128,right,1743.77942085266,9,gradient,FALSE,6,present
4129,right,862.545132637024,9,gradient,FALSE,6,present
4130,right,1095.48413753509,9,gradient,FALSE,6,present
4131,right,1219.00844573975,9,gradient,FALSE,6,present
4132,right,509.66089963913,9,gradient,FALSE,6,present
4133,right,1534.72352027893,9,gradient,FALSE,6,present
4134,right,701.642513275146,9,gradient,FALSE,6,present
4135,right,1051.61046981812,9,gradient,FALSE,6,present
4136,right,1429.89540100098,9,gradient,FALSE,6,present
4137,right,745.800375938416,9,gradient,FALSE,6,present
4138,right,610.974073410034,9,gradient,FALSE,6,present
4139,right,915.826916694641,9,gradient,FALSE,6,present
4140,right,447.790294885635,9,gradient,FALSE,6,present
4141,right,813.604295253754,9,gradient,FALSE,6,present
4142,right,714.901685714722,9,gradient,FALSE,6,present
4143,right,910.398185253143,9,gradient,FALSE,6,present
4144,right,633.753955364227,9,gradient,FALSE,6,present
4145,right,980.746865272522,9,gradient,FALSE,6,present
4146,right,1167.74189472199,9,gradient,FALSE,6,present
4147,right,768.262386322021,9,gradient,FALSE,6,present
4148,right,1285.24744510651,9,gradient,FALSE,6,present
4149,right,1493.59476566315,9,gradient,FALSE,6,present
4150,right,1391.68882369995,9,gradient,FALSE,6,present
4151,left,1388.48865032196,9,gradient,FALSE,6,absent
4152,left,1077.78358459473,9,gradient,FALSE,6,absent
4153,left,1264.01388645172,9,gradient,FALSE,6,absent
4154,left,1410.45045852661,9,gradient,FALSE,6,absent
4155,left,1935.05144119263,9,gradient,FALSE,6,absent
4156,left,1367.92254447937,9,gradient,FALSE,6,absent
4157,left,1604.96306419373,9,gradient,FALSE,6,absent
4158,left,1128.98123264313,9,gradient,FALSE,6,absent
4159,left,1414.18480873108,9,gradient,FALSE,6,absent
4160,left,1931.27644062042,9,gradient,FALSE,6,absent
4161,right,746.319770812988,9,gradient,FALSE,9,present
4162,right,1156.99219703674,9,gradient,FALSE,9,present
4163,right,1049.27933216095,9,gradient,FALSE,9,present
4164,right,1367.2536611557,9,gradient,FALSE,9,present
4165,right,1308.23528766632,9,gradient,FALSE,9,present
4166,right,1339.76233005524,9,gradient,FALSE,9,present
4167,right,842.1471118927,9,gradient,FALSE,9,present
4168,right,1129.01043891907,9,gradient,FALSE,9,present
4169,right,2165.2262210846,9,gradient,FALSE,9,present
4170,right,1712.13555335998,9,gradient,FALSE,9,present
4171,right,1076.2300491333,9,gradient,FALSE,9,present
4172,right,460.088074207306,9,gradient,FALSE,9,present
4173,right,633.846938610077,9,gradient,FALSE,9,present
4174,right,608.530282974243,9,gradient,FALSE,9,present
4175,left,875.021278858185,9,gradient,FALSE,9,present
4176,right,1032.19342231751,9,gradient,FALSE,9,present
4177,right,1309.67235565186,9,gradient,FALSE,9,present
4178,right,980.500817298889,9,gradient,FALSE,9,present
4179,right,600.623488426208,9,gradient,FALSE,9,present
4180,right,999.350428581238,9,gradient,FALSE,9,present
4181,left,1453.95302772522,9,gradient,FALSE,9,present
4182,right,646.984219551086,9,gradient,FALSE,9,present
4183,right,461.656421422958,9,gradient,FALSE,9,present
4184,right,1065.37556648254,9,gradient,FALSE,9,present
4185,right,512.021899223328,9,gradient,FALSE,9,present
4186,right,959.52957868576,9,gradient,FALSE,9,present
4187,right,996.870696544647,9,gradient,FALSE,9,present
4188,right,763.02707195282,9,gradient,FALSE,9,present
4189,right,1358.21795463562,9,gradient,FALSE,9,present
4190,right,1677.53076553345,9,gradient,FALSE,9,present
4191,left,1582.21280574799,9,gradient,FALSE,9,absent
4192,left,1409.60836410523,9,gradient,FALSE,9,absent
4193,left,1830.48033714294,9,gradient,FALSE,9,absent
4194,left,1599.09296035767,9,gradient,FALSE,9,absent
4195,left,2158.10370445252,9,gradient,FALSE,9,absent
4196,left,1940.13953208923,9,gradient,FALSE,9,absent
4197,left,2049.02577400208,9,gradient,FALSE,9,absent
4198,left,1448.02188873291,9,gradient,FALSE,9,absent
4199,left,2023.28181266785,9,gradient,FALSE,9,absent
4200,left,2111.48357391357,9,gradient,FALSE,9,absent
4201,right,929.616034030914,9,gradient,TRUE,3,present
4202,right,751.796245574951,9,gradient,TRUE,3,present
4203,right,902.355372905731,9,gradient,TRUE,3,present
4204,right,562.204539775848,9,gradient,TRUE,3,present
4205,right,1134.80865955353,9,gradient,TRUE,3,present
4206,right,1051.68557167053,9,gradient,TRUE,3,present
4207,right,667.583048343658,9,gradient,TRUE,3,present
4208,right,782.082915306091,9,gradient,TRUE,3,present
4209,right,715.585589408875,9,gradient,TRUE,3,present
4210,left,650.5007147789,9,gradient,TRUE,3,present
4211,right,464.146375656128,9,gradient,TRUE,3,present
4212,right,827.825486660004,9,gradient,TRUE,3,present
4213,right,1078.24528217316,9,gradient,TRUE,3,present
4214,right,627.796530723572,9,gradient,TRUE,3,present
4215,right,680.906355381012,9,gradient,TRUE,3,present
4216,right,634.006381034851,9,gradient,TRUE,3,present
4217,right,777.687430381775,9,gradient,TRUE,3,present
4218,right,1037.21570968628,9,gradient,TRUE,3,present
4219,right,1063.35234642029,9,gradient,TRUE,3,present
4220,right,790.601432323456,9,gradient,TRUE,3,present
4221,right,629.679918289185,9,gradient,TRUE,3,present
4222,right,547.656416893005,9,gradient,TRUE,3,present
4223,right,431.000858545303,9,gradient,TRUE,3,present
4224,right,999.217927455902,9,gradient,TRUE,3,present
4225,right,610.627591609955,9,gradient,TRUE,3,present
4226,right,1268.20909976959,9,gradient,TRUE,3,present
4227,right,918.337047100067,9,gradient,TRUE,3,present
4228,right,729.326605796814,9,gradient,TRUE,3,present
4229,right,594.198703765869,9,gradient,TRUE,3,present
4230,right,1151.49223804474,9,gradient,TRUE,3,present
4231,left,906.717777252197,9,gradient,TRUE,3,absent
4232,left,979.717493057251,9,gradient,TRUE,3,absent
4233,left,714.675843715668,9,gradient,TRUE,3,absent
4234,left,760.744035243988,9,gradient,TRUE,3,absent
4235,left,885.29098033905,9,gradient,TRUE,3,absent
4236,right,530.821084976196,9,gradient,TRUE,3,absent
4237,left,1100.51381587982,9,gradient,TRUE,3,absent
4238,left,813.752472400665,9,gradient,TRUE,3,absent
4239,left,851.725876331329,9,gradient,TRUE,3,absent
4240,left,979.610323905945,9,gradient,TRUE,3,absent
4241,right,910.910189151764,9,gradient,TRUE,6,present
4242,left,1959.58352088928,9,gradient,TRUE,6,present
4243,right,1141.21735095978,9,gradient,TRUE,6,present
4244,right,1431.73801898956,9,gradient,TRUE,6,present
4245,right,649.035692214966,9,gradient,TRUE,6,present
4246,right,1442.62146949768,9,gradient,TRUE,6,present
4247,right,1359.34972763062,9,gradient,TRUE,6,present
4248,right,618.054211139679,9,gradient,TRUE,6,present
4249,right,432.756841182709,9,gradient,TRUE,6,present
4250,right,1217.69189834595,9,gradient,TRUE,6,present
4251,right,760.660648345947,9,gradient,TRUE,6,present
4252,right,635.47557592392,9,gradient,TRUE,6,present
4253,right,617.1595454216,9,gradient,TRUE,6,present
4254,right,832.871198654175,9,gradient,TRUE,6,present
4255,right,993.910491466522,9,gradient,TRUE,6,present
4256,right,1345.42715549469,9,gradient,TRUE,6,present
4257,right,727.477252483368,9,gradient,TRUE,6,present
4258,right,500.035285949707,9,gradient,TRUE,6,present
4259,right,492.55096912384,9,gradient,TRUE,6,present
4260,right,643.997073173523,9,gradient,TRUE,6,present
4261,left,1262.07363605499,9,gradient,TRUE,6,present
4262,right,618.209779262543,9,gradient,TRUE,6,present
4263,right,1292.38986968994,9,gradient,TRUE,6,present
4264,right,921.641528606415,9,gradient,TRUE,6,present
4265,right,1250.29587745667,9,gradient,TRUE,6,present
4266,right,1249.40156936646,9,gradient,TRUE,6,present
4267,right,1226.39751434326,9,gradient,TRUE,6,present
4268,right,1014.82558250427,9,gradient,TRUE,6,present
4269,right,1032.54401683807,9,gradient,TRUE,6,present
4270,right,895.409941673279,9,gradient,TRUE,6,present
4271,left,1614.29262161255,9,gradient,TRUE,6,absent
4272,left,1250.19264221191,9,gradient,TRUE,6,absent
4273,left,1210.69228649139,9,gradient,TRUE,6,absent
4274,left,1168.84982585907,9,gradient,TRUE,6,absent
4275,left,1393.88561248779,9,gradient,TRUE,6,absent
4276,left,1594.04408931732,9,gradient,TRUE,6,absent
4277,left,1376.21164321899,9,gradient,TRUE,6,absent
4278,left,1761.06929779053,9,gradient,TRUE,6,absent
4279,left,1975.61526298523,9,gradient,TRUE,6,absent
4280,left,1244.67575550079,9,gradient,TRUE,6,absent
4281,right,1773.82254600525,9,gradient,TRUE,9,present
4282,right,1056.55097961426,9,gradient,TRUE,9,present
4283,right,1851.82631015778,9,gradient,TRUE,9,present
4284,right,939.803957939148,9,gradient,TRUE,9,present
4285,right,1424.28290843964,9,gradient,TRUE,9,present
4286,right,1110.94427108765,9,gradient,TRUE,9,present
4287,right,514.120161533356,9,gradient,TRUE,9,present
4288,right,981.560111045837,9,gradient,TRUE,9,present
4289,right,530.557692050934,9,gradient,TRUE,9,present
4290,right,1210.56520938873,9,gradient,TRUE,9,present
4291,right,831.606328487396,9,gradient,TRUE,9,present
4292,right,674.373507499695,9,gradient,TRUE,9,present
4293,right,1142.66860485077,9,gradient,TRUE,9,present
4294,right,754.934549331665,9,gradient,TRUE,9,present
4295,right,1096.50707244873,9,gradient,TRUE,9,present
4296,right,839.748919010162,9,gradient,TRUE,9,present
4297,right,963.797986507416,9,gradient,TRUE,9,present
4298,right,1044.57199573517,9,gradient,TRUE,9,present
4299,right,814.568877220154,9,gradient,TRUE,9,present
4300,right,1503.11899185181,9,gradient,TRUE,9,present
4301,right,1555.78291416168,9,gradient,TRUE,9,present
4302,right,497.293174266815,9,gradient,TRUE,9,present
4303,right,1080.1465511322,9,gradient,TRUE,9,present
4304,right,1855.58819770813,9,gradient,TRUE,9,present
4305,right,1124.23002719879,9,gradient,TRUE,9,present
4306,right,942.488610744476,9,gradient,TRUE,9,present
4307,right,1015.99490642548,9,gradient,TRUE,9,present
4308,left,1596.63259983063,9,gradient,TRUE,9,present
4309,right,847.122848033905,9,gradient,TRUE,9,present
4310,right,1511.69431209564,9,gradient,TRUE,9,present
4311,left,2811.45215034485,9,gradient,TRUE,9,absent
4312,left,1847.50616550446,9,gradient,TRUE,9,absent
4313,left,2080.73449134827,9,gradient,TRUE,9,absent
4314,left,1689.86189365387,9,gradient,TRUE,9,absent
4315,left,2727.4317741394,9,gradient,TRUE,9,absent
4316,left,2491.73402786255,9,gradient,TRUE,9,absent
4317,left,1964.62273597717,9,gradient,TRUE,9,absent
4318,left,2663.73610496521,9,gradient,TRUE,9,absent
4319,left,2105.85951805115,9,gradient,TRUE,9,absent
4320,left,1912.75763511658,9,gradient,TRUE,9,absent
4321,right,1130.00726699829,10,flat,FALSE,3,present
4322,right,583.072483539581,10,flat,FALSE,3,present
4323,right,631.788074970245,10,flat,FALSE,3,present
4324,right,667.594015598297,10,flat,FALSE,3,present
